post_shortcode,commenter_username,comment_text,comment_likes 
DH8oOZEMz6w,lyricalpotatoes,You think I’m laying 80 for “physical media” that I then have to download to play. GTFOH the price was already too high but I would have copped but you guys are morons if you think I’m paying 80 for an empty cartridge and a download. Not to mention you got the worse reputation for your e-shop. I lost hundreds on the downloads I bought when Inhad a Wii. Never again. It’s sad but I’m out. Hope you go bust.,0
DH8oOZEMz6w,nina.boninoo,LOWER THE PRICE,0
DH8oOZEMz6w,natedoge26,"Include DLC on the upgrades, you moooooooorons",0
DH8oOZEMz6w,mikemorrisart,"Please, at least cut the game prices, a lot of people can't afford them.",0
DH8oOZEMz6w,juan.i.marques,"BOTW n' switch 2 edition doesn't include the DLC and you are selling again after 8 Years more expensive !! I hope nobody buy this.. I'm not going to buy it again. The Fans are here nintendo because We love your games, but you guys are taking advantage of that.",0
DH8oOZEMz6w,pedr0leao,Just red that BOTW and TOTK Will not be full version on NS2...YOU GUYS ROCK!!!!!!!!!!!!!!,0
DH8oOZEMz6w,luminer2,"Breath of the wild doesn't have the DLC..... That's crazy,",0
DH8oOZEMz6w,kellycohen9599,The 2 hour battery life and $80 games totally destroyed this for me even though I can afford it.,0
DH8oOZEMz6w,mr.jackzz,@nintendoamerica ur console its a disgrace,0
DH8oOZEMz6w,cjf5293,Drop the price,0
DH8oOZEMz6w,swarm_of_unknown,Any word on when North American pre-orders open?,0
DH8oOZEMz6w,koohelios,"Cheaper for Canadians we are not Americans, please. :loudly_crying_face::loudly_crying_face::loudly_crying_face:",0
DH8oOZEMz6w,xsergio702x,Please drop down the prices of the games they do not need to be that expensive,0
DH8oOZEMz6w,eva.isstrange,When can I preorder the physical copy of the new tomodachi life for the original switch n will it b the new price,0
DH8oOZEMz6w,818wood22,Wassup wth you foos and path of titans game developer homie yall need to agree on games before making your game price high,0
DH8oOZEMz6w,stacking.shit,Raise the prices!,0
DH8oOZEMz6w,academicjessica,"i’m getting it, idc",0
DH8oOZEMz6w,chrisroxx91,SWITCH 2 : Hardware from yesterday. Prices from tomorrow. :face_with_tears_of_joy:,0
DH8oOZEMz6w,t.s1997_,Please release a lite version of the switch 2 !,0
DH8oOZEMz6w,alina_miauu1,Drop the peive,0
DH8oOZEMz6w,dank.onion,Not buying overpriced console with recycled games,0
DH8oOZEMz6w,lukevaughn82,,0
DH8oOZEMz6w,lukevaughn82,,0
DH8oOZEMz6w,lightning_kylexkenshin,Just bring the Wii back alive at this point,0
DH8oOZEMz6w,heyhocodyo,@nintendoamerica @nintendo_jp Switch 2 is cool and all but we really need Gamecube 2 #bringbackthegoodtimes,0
DH8oOZEMz6w,cezarinu08,Wath The price. Pls I need,0
DH8oOZEMz6w,__jared_turner__,:skull:,0
DH8oOZEMz6w,jackotten9,DROP THE PRICE,0
DH8oOZEMz6w,jordan81122,To bad we can't even pre-order in America,0
DH8oOZEMz6w,angelicavcaruso,"So I don’t care about how much the games are, but will it come in other colors?",0
DH8oOZEMz6w,_chnnls,90 dollars for a cartridge that only includes a key is crazy,0
DH8oOZEMz6w,alexisdays,Drop the price,0
DH8oOZEMz6w,pandora.baez,"Okay, that's cool and all, but please put out more Mr. game and watch merch, I am starving, and my thirst cannot be quenched with a single amiibo",0
DH8oOZEMz6w,malikethzz,Boycott Nintendo,0
DH8oOZEMz6w,th_ed97,When is the American preorder please !?,0
DH8oOZEMz6w,peters7309,I was excited about this. Then I saw the price and the price of games. Do better Nintendo.,0
DH8oOZEMz6w,unbuencabron,Esos precios son muy caros,0
DH8oOZEMz6w,juanca96estrada,Bajen el precio de los juegos,0
DH8oOZEMz6w,mariohub_1981,"Wahoo! But i dont like the Prices, Yikes-",0
DH8oOZEMz6w,prawnready69,DROP THE PRICE FOR THE GAMES,0
DH8oOZEMz6w,wamadden4,When are we going to be able to pre order?!?!!?,0
DH8oOZEMz6w,switch24373,LOLing at all the poors and peasants crying about the prices. This should be an easy day 1 cop.,0
DH8oOZEMz6w,songforthedeath13,,0
DH8oOZEMz6w,mnibaapadelay,Drop the price or it’s gonna be 3ds all again,0
DH8oOZEMz6w,cozycow366,Bqck im the day I bought a Gameboy from my piggybank as a child. You are killing the market which was originally for kids.:skull:,0
DH8oOZEMz6w,gabrielthomsenfreitas,LOWER THE PRICE NINTENDO,0
DH8oOZEMz6w,jorgebravo581,Muy caro. bajen los precios,0
DH8oOZEMz6w,asjahhudson,"I used to be an avid Nintendo fan, even with what little Nintendo gave its fans. Now with the outrageous pricing of the games, subscriptions for things that should be free, and tone-deaf statements, it just shows the hideous greed of the Nintendo company. I am not nor will I ever be a fan atp",0
DH8oOZEMz6w,hrc_dev,DROP THE PRICE OR IM BUYING A STEAMDECK NO ONE IS PAYING THAT MUCH FOR STUPID DONKEY KONG GAMES,0
DH8oOZEMz6w,drnintendo216,USA preorders please!!!! :folded_hands:,0
DH8oOZEMz6w,felipe_nivia,How you missed calling it Super Nintendo Switch? :yawning_face::man_facepalming_medium-dark_skin_tone:,0
DH8oOZEMz6w,cuposoup0617,Please re-open pre orders for US. Don’t punish us because of our government. :loudly_crying_face:,0
DH8oOZEMz6w,ricrdoavjim,Lower the prices,0
DH8oOZEMz6w,illebirec,Are they gonna release a switch 2 lite? This might be too big lol,0
DH8oOZEMz6w,potteryhead_,,0
DH8oOZEMz6w,jakubzyskowski,lower the prices,0
DH8oOZEMz6w,stinkycheeks73,I’m lowkey excited but why the games so expensive :broken_heart:,0
DH8oOZEMz6w,devin_him7,Who says they're gonna pull what they did with the 3ds,0
DH8oOZEMz6w,nefikimom,PLEASE BRING BACK NINTENDO 64!!:loudly_crying_face::loudly_crying_face::red_heart::red_heart:,0
DH8oOZEMz6w,potteryhead_,I love paying 600 dollars for a glorified wii u emulator,0
DH8oOZEMz6w,raptor_cripple,Make the console cheaper,0
DH8oOZEMz6w,wd59_14,#theconsolepriceisfinebutthegamepricesarewaytoomuch,0
DH8oOZEMz6w,aceroletal,D R O P  T H E  P R I C E:double_exclamation_mark:,0
DH8oOZEMz6w,adriansquadrat,Drop the price,0
DH8oOZEMz6w,fernandogarzonn,,0
DH8oOZEMz6w,sam.govoni,Drop the game prices,0
DH8oOZEMz6w,wang_georges,The big gaming industry needs another crash,0
DH8oOZEMz6w,sacerdotus,Where,0
DH8oOZEMz6w,goodolscratch,"Bring back Reggie, there has to be someone on Nintendo with power that cares about the consumer and actually enjoys playing video games not these out of touch business men",0
DH8oOZEMz6w,_vampinstein_,Idk who TF is gonna pay these prices especially with the economy the way it is,0
DH8oOZEMz6w,_vampinstein_,My new name for Nintendo after these prices is “Nintardo”,0
DH8oOZEMz6w,_vampinstein_,,0
DH8oOZEMz6w,miseymo,Sure the console is expensive but the prices for the games are insane. Nobody wants to pay these prices for games that are more of the same thing every time than even call of duty.,0
DH8oOZEMz6w,mvd444,#freereggie,0
DH8oOZEMz6w,taylorgarland67,When’s the new pre order date In the US,0
DH8oOZEMz6w,notsokleever,I think we should boycott guys,0
DH8oOZEMz6w,judah857,Do not let this be another 3DS launch lower the price,0
DH8oOZEMz6w,arcadeboycan,Oh my god,0
DH8oOZEMz6w,lenderthink,"-El botón de pago. 
-La subida de precio en juegos. 
- pagar por mejoras visuales para pago una consola que dice dar mejor calidad pero para poder utilizar esa función tengo que pagar 10/10 
Y aparte el precio de la consola Nintendo este es el claro ejemplo de cómo joder a vuestros consumidores y a vuestros fans. Un poco de coherencia no creéis :clapping_hands:
:clapping_hands::crying_face:",0
DH8oOZEMz6w,santos_burrito,Nintendo is greedy no thanks,0
DH8oOZEMz6w,the_science_wizard,Can't even pre order,0
DH8oOZEMz6w,wiiufan2012,Nintendo is washed after they discontinued the Wii U.,0
DH8oOZEMz6w,scv_zj,drop the price :broken_heart::folded_hands:,0
DH8oOZEMz6w,p3r3zz_christian,No one buying if that sucker is 500,0
DH8oOZEMz6w,whytehouse06,WHEN CAN WE PRE-ORDER IN THE US!!! UNTILL THEN WE DON'T CARE ABOUT ANYTHING ELSE!!,0
DH8oOZEMz6w,fernivantezz,,0
DH8oOZEMz6w,leytonian16,Time to keep emulating. Nintendo is emulated,0
DH8oOZEMz6w,douglasmurita,DROP THE PRICES,0
DH8oOZEMz6w,dbaran18,$80 to not legally own the rights to a game is INSANE,0
DH8oOZEMz6w,valentin_lll,Drop the price,0
DH8oOZEMz6w,_harweenraj_,Dragon's Dogma 2 pleaseeeee,0
DH8oOZEMz6w,hunterrhodges,DROP THE PRICE,0
DH8oOZEMz6w,leonehmiah,Suddenly I feel like setting sail across the seven seas again. Strange :skull::skull_and_crossbones:,0
DH8oOZEMz6w,jkmarfin,To jump from $60 to $90 is an insult.,0
DH8oOZEMz6w,elmarkitox,"You kill the hype with those prices..., i am very sad because i was waiting for the nintendo switch 2 but with the prices of the games this will be be the first time i won't buy a nintendo game console.... :crying_face:",0
DH8oOZEMz6w,lockharti.97,Can genshin impact be played? @genshinimpact,0
DH8oOZEMz6w,onlyboss_official007,Drop the price,0
DH8oOZEMz6w,victorleong_,Drop the price,0
DH8oOZEMz6w,plissken82,"I love the look and design, but the prices for games are really wrong. Love Nintendo, but no thanks",0
DH8oOZEMz6w,jakkadoublet,Pass,0
DH8oOZEMz6w,holottared,"You guys are so greedy. Y’all literally turned your backs on us. It’s ridiculous :skull_and_crossbones: like most of us can’t afford buying $80-90 games, let alone the $450 switch",0
DH8oOZEMz6w,bill.viu,Drop the prices!,0
DH8oOZEMz6w,hrbrtortiz2018,"90$ games , for a last gen console?",0
DH8oOZEMz6w,jlambinstagram,He made the Switch as well bro. And all yall did was complain about it not being powerful and that you just wanted the “Switch Pro” and more power. Well now you got it so sit down with this “Wii U era was better” stuff because it wasn’t. The games alone speak for themselves.,0
DH8oOZEMz6w,riktigavictor,Not happening. The price is too expensive,0
DH8oOZEMz6w,jdfiallos,"Thanks No, im not paying 80$ for a game, 

I’ll skip and buy an Xbox or PS",0
DH8oOZEMz6w,skewri,Bring back local multiplayer,0
DH8oOZEMz6w,teatime_painter,DROP THE PRICES,1
DH8oOZEMz6w,retro.n.pop,$80 for a digital game!! And even paying for an interactive instructions manual!! No thanks keep it…i hope it flop,0
DH8oOZEMz6w,enteverde,nah switch emulator it is,0
DH8oOZEMz6w,louis_170204,DROP THE PRICE!,0
DH8oOZEMz6w,leaping.lynx,I won’t be purchasing. 90 dollars a game USD is insane! That’s almost 130 dollar a god damn game in Canada. I’ll just purchase games on Steam. :woman_shrugging:,0
DH8oOZEMz6w,likeathug,"I was really excited for this, but $90 per game is crazy.",0
DH8oOZEMz6w,andreycubes,I can't be the only one who doesn't like that switch 2 animation (it looks so rushed for some reason),1
DH8oOZEMz6w,primate.tendencies,,0
DH8oOZEMz6w,michael_pottz,Lower the price bruh,0
DH8oOZEMz6w,vivacious_black,"I’m a diehard Nintendo fangirl, and now I’ve never been more disappointed. :pensive_face: Living is only becoming more and more expensive and our country is an absolute mess. Your games were my and so many others’ escapes. I never thought corporate greed would get the best of you, Nintendo :broken_heart:",32
DH8oOZEMz6w,daniel.x.alberto,"90 dollars plus the Taxad tax, no Brazilian will buy!",0
DH8oOZEMz6w,truvinchi,Switch is 450 & games are $90 have you lost your fkn mind ???,0
DH8oOZEMz6w,victoriacegarraofficial,DROP THE PRICES DAWG,0
DH8oOZEMz6w,tomas.fuk.2000,Drop the price,0
DH8oOZEMz6w,abbie_rose17,Where’s the pretty colors? Why just the charcoal :confounded_face: even the og switch had two color variants at launch,0
DH8oOZEMz6w,namelessnarwhal,"I’m in Canada and there is absolutely no way I’m paying $100 for a game and $630 for the console, this is crazy",1
DH8oOZEMz6w,dontfollowmeplz1269,Drop the prices,0
DH8oOZEMz6w,2turntdonut,hey @nintendoamerica steam deck shits all over this :3,0
DH8oOZEMz6w,lifeonsaturncomics,You hate your consumers with these prices..,0
DH8oOZEMz6w,fireshockerzyt,Drop the prices,0
DH8oOZEMz6w,landencjoseph,Drop the price please :loudly_crying_face::loudly_crying_face:,0
DH8oOZEMz6w,ms.features,Drop the prices,0
DH8oOZEMz6w,willfranck_,Drop the  price,0
DH8oOZEMz6w,leodfaria,Drop the price!,0
DH8oOZEMz6w,ben_rndrmnn,Sorry i cant afford 90 Euros for a Game,0
DH8oOZEMz6w,joshuard66,Nice try NintenDiddy,0
DH8oOZEMz6w,onekirin_,"Oh wow, it’s 2025 and Nintendo’s grand reveal is… PS4 performance wrapped in “Switch 2” branding. Truly revolutionary.
And let’s not forget the cherry on top: $90 for a physical copy? For that?
I’ve been a loyal Nintendo fan for years, but this is just insulting. Just because you own the IPs doesn’t give you a free pass to milk your fans dry.
Meanwhile, Steam Deck, ROG Ally, and even the freaking Ayaneo are out here pushing real performance and actual value.
Keep playing catch-up, Nintendo—others are already in the future.",0
DH8oOZEMz6w,giovannnagrassi,"I'm a Nintendo fangirl through and through, but $80 for a game is absolutely insane. You're out of your damn minds :skull:",0
DH8oOZEMz6w,prod_by_sf,80 dollars for Mario kart be fr,0
DH8oOZEMz6w,shatovelasquez,"Nintendo, LISTEN TO YOUR FANS.",0
DH8oOZEMz6w,ale_san17,L console,0
DH8oOZEMz6w,ownetc08,Drop the prices,0
DH8oOZEMz6w,andrew_suave99,Lower the price!!! @nintendoamerica,0
DH8oOZEMz6w,malte_n.2004,Drop the price,1
DH8oOZEMz6w,jmzav_,No way…,0
DH8oOZEMz6w,nguthro,Looks like our first switch will be just fine for the long run. This is criminal pricing.,0
DH8oOZEMz6w,omri_abo123,Dragon ball sparking zero????,0
DH8oOZEMz6w,kfc_zake14,Why not call it nintendo switch elite,0
DH8oOZEMz6w,jaquioxyz,#DropThePrice,0
DH8oOZEMz6w,_hebercab_,Drop the price,0
DH8oOZEMz6w,anselm.meraki,DROP THE PRICE,0
DH8oOZEMz6w,angelica_preston,Guess we’re gonna have to Switch 2 a different game console..,0
DH8oOZEMz6w,barbosa_breno_,drop the prices fr,0
DH8oOZEMz6w,joe_joe_1993,"Nintendo, we thought you were one of the good guys. Guess not. :loudly_crying_face:",1
DH8oOZEMz6w,demasoft,DROP THE PRICE,0
DH8oOZEMz6w,toninets,You want to kill phisical games but you migth just kill nintendo. Apple? EA? Not for me,1
DH8oOZEMz6w,eduandresperez,,0
DH8oOZEMz6w,travis.b.nichols,Drop the prices of games!!,1
DH8oOZEMz6w,_poopmuncher,I sense a downfall,2
DH8oOZEMz6w,denisdirani,You guys are CRAZY thinking we will pay $90 for a game,1
DH8oOZEMz6w,netoams,Drop the price :fire:,1
DH8oOZEMz6w,kristian.bullard,Drop the price,1
DH8oOZEMz6w,milesmaker28,Drop the price!!!,1
DH8oOZEMz6w,snutteliten,"Won't buy the Switch 2 with this ridiculous prices. Boycott Switch 2! 
#boycottnintendoswitch2 #boycottswitch2
@nintendoamerica",1
DH8oOZEMz6w,angelica_preston,I’ll buy it when it becomes worthless in 5 years,16
DH8oOZEMz6w,milesmaker28,$80 for a game? Does it even compete with PS5 QUALITY???? :skull::skull::skull:,4
DH8oOZEMz6w,lukatusun,Bro i was exited until i saw the price and y’all greedy bruh 90 dollars for dk,0
DH8oOZEMz6w,leo_frangel,Drop the game prices,1
DH8oOZEMz6w,pablo_kuri01,DROP THE PRICE OF THE GAMES,0
DH8oOZEMz6w,rlee128,Not in the USA anymore :crying_face:,0
DH8oOZEMz6w,vinny_432,People complaining about the prices when people in Canada are already paying $80 for switch games.,0
DH8oOZEMz6w,rockgoblinart,,1
DH8oOZEMz6w,milesmaker28,I guess NINTENDO WANTS ANOTHER WII U SITUATION!!!!,1
DH8oOZEMz6w,aliaman1998,"90$ for a ""standard edition"" video game?! No thanks, keep it in your store.",0
DH8oOZEMz6w,victorcontrerasb,Drop the price,0
DH8oOZEMz6w,james_thebrain,Screw you!!!,0
DH8oOZEMz6w,james_thebrain,Announce the console then say you’re going to delay preorders so we pay more,0
DH8oOZEMz6w,_r0b93_,$90 for games designed for 10 year old hardware is INSANITY!,1
DH8oOZEMz6w,mista_sotelo,,1
DH8oOZEMz6w,cdnkakarot2814,DROP THE PRICES!!!!!!!!!,1
DH8oOZEMz6w,bonaventurianus,#droptheprice,0
DH8oOZEMz6w,fagiogram,The right price? 400 maximum!,0
DH8oOZEMz6w,scarlet_witch93,"Why are the games SO expensive?! I thought this was the reasonable company, not one of greed and madness. This feels tainted to buy now. :broken_heart:",1
DH8oOZEMz6w,xenogilly,So we not gonna talk about how they fumbled the Switch 2 name when they could've went with Super Nintendo Switch (SNS),0
DH8oOZEMz6w,pawel.starsky,WiiU 2.0. You are going to regret it. 90$ :face_with_tears_of_joy:,1
DH8oOZEMz6w,caesnayra,"Wonder why kids play Roblox and brawlstars nowadays, only millennials keeping Nintendo alive",1
DH8oOZEMz6w,jake_jones2779,PlayStation is better!,1
DH8oOZEMz6w,ianyoung2221,greedy pigs,1
DH8oOZEMz6w,ianyoung2221,greedy pigs,1
DH8oOZEMz6w,rominanascimiento,Drop the prices,2
DH8oOZEMz6w,indicaenos,FOH lames!,0
DH8oOZEMz6w,ryanlong02,Trump tariffs making this $449 is crazy,1
DH8oOZEMz6w,dvd10000000,Drop the prices,0
DH8oOZEMz6w,xdillanbleux,Trash :thumbs_down_medium-dark_skin_tone: don't sell in US,0
DH8oOZEMz6w,j0tavx,DROP THE PRICES,0
DH8oOZEMz6w,joshkwarren,DROP THE PRICE,0
DH8oOZEMz6w,felipe_sbu,When will they release a SpongeBob Bfbb version?:crying_face:,1
DH8oOZEMz6w,aidanjharman,"These game prices are robbery, hope this fails exponentially",1
DH8oOZEMz6w,moira081999,We can barely afford groceries let alone a new game system :skull:,1
DH8oOZEMz6w,aidanjharman,I’m gonna use my steam deck to exclusively pirate these shitty games,1
DH8oOZEMz6w,rightqwikz,drop the price,0
DH8oOZEMz6w,brendanacton,,0
DH8oOZEMz6w,mh.sk07,Its almost the price of a ps5 with not even half the capability as one. What kina crack did nintendo get its hands on now?,1
DH8oOZEMz6w,rayshawn.howard,I was going to get the Nintendo switch 2 in June but after what I just heard about the Nintendo switch 2 price going up and with the games as well yeah I'm not getting it the switch 2  is for the rich not for the poor save your money people who don't have it like that,2
DH8oOZEMz6w,deepgreeen,I'm selling my Nintendo stock if the prices aren't reduced! This is absolutely unacceptable,1
DH8oOZEMz6w,j4dawashere,drop the price,2
DH8oOZEMz6w,red_k20c1,"I skipped the switch and was going to buy this, now I’ll skip this as well.",0
DH8oOZEMz6w,porthorizon,Still no indonesia in e store? Nintendo really never count indonesia for any reason @nintendoamerica :enraged_face:,0
DH8oOZEMz6w,astefchrist,So glad I have Steam so i don't have to pay 90$ for these games. The greed is insane,4
DH8oOZEMz6w,zick.wolf,DROP THE PRICE,0
DH8oOZEMz6w,denjinmoogle,"Just reminding you all that your $80USD (or $113 for the Canadian folks.) physical copy may potentially be a download key and no other data 
If the game gets de-listed for whatever reason, your cartridge with the key will be rendered useless and will then become e-waste. 
You own a glorified plastic box with nice art and an empty cartridge.
You will own nothing and be happy",2
DH8oOZEMz6w,erayaltun824,Drop the prices for the games,34
DH8oOZEMz6w,mavrik2387,Drop the Price,0
DH8oOZEMz6w,dodecatr1s,"I've been a lifelong Nintendo fan since the Gameboy Color. I've played on every console since then. But at those prices?! More like Nintendo ""Switch 2 Steam Deck"" - bigger library, cheaper games, frequent sales. I love Nintendo, but this is NOT it.",1
DH8oOZEMz6w,hope_the_hopefull_,This is dopeee.. but not worth an arm and a leg.,0
DH8oOZEMz6w,nick_goo,DROP THE PRICE OR I WILL NOT BE BUYING ANYMORE.,0
DH8oOZEMz6w,danbrit_,drop the price,0
DH8oOZEMz6w,kevindorad,DROP THE PRICES,0
DH8oOZEMz6w,rodrigo_mgt,DROP THE PRICE,0
DH8oOZEMz6w,obitomi2,,4
DH8oOZEMz6w,sfave82,No way. Not worth it.,0
DH8oOZEMz6w,bhavesh_boodang,The joy of switch 2 day was really dulled by the cost. $629 in canada is crazy. I understand the cad dollar sucks but this is way too much.,0
DH8oOZEMz6w,kitanakirby,Please please please drop the price please. Don’t raise the prices higher please. Do the right thing. Listen to your fans. :folded_hands_medium-dark_skin_tone: :folded_hands_medium-dark_skin_tone::folded_hands_medium-dark_skin_tone::folded_hands_medium-dark_skin_tone::folded_hands_medium-dark_skin_tone::folded_hands_medium-dark_skin_tone::folded_hands_medium-dark_skin_tone:,1
DH8oOZEMz6w,dizignoficial,Drop the price,0
DH8oOZEMz6w,kelvin_truong1999,Do you guys think the Nintendo Switch 2 Black Friday Sale on November?,0
DH8oOZEMz6w,kelvin_truong1999,Do you guys think the Nintendo Switch 2 Christmas Sale on December?,0
DH8oOZEMz6w,alainaedensray,"If you’re pissed about prices and voted for trump, I have zero sympathy for you",0
DH8oOZEMz6w,steve_hfl,#Droptheprice,2
DH8oOZEMz6w,rebecca0nicolay,way too expensive,0
DH8oOZEMz6w,ledspencer,"DROP THE PRICES! Until then, we will working on cracking switch 2 and modding shrek into DK, just to spite you.",0
DH8oOZEMz6w,nelson6fgmoreira,Robbery,0
DH8oOZEMz6w,phiftymm,600 to play Mario kart?! :face_with_tears_of_joy: same graphics as my game boy advance sp?! Less portable?! How!? :face_with_tears_of_joy::face_with_tears_of_joy::rolling_on_the_floor_laughing:,0
DH8oOZEMz6w,shykoopaa,"as someone who loves physical media this stinks! Paying $30 more for nothing, at least bring back the owners manual to make it worth it!",0
DH8oOZEMz6w,settiosvii,GREED,0
DH8oOZEMz6w,raphaelima__,Drop The Prices,0
DH8oOZEMz6w,theee_geo,"I was planning on trading in my olded to buying the switch 2, no not anymore. Why are you charging so much for the games, that ridiculous. Most of your audience can’t afford that.",3
DH8oOZEMz6w,_carolinaluana99,DROP THE PRICE.,0
DH8oOZEMz6w,ssebas23,"I’m not buying this, i’ll better emulate It:smiling_face_with_heart-eyes:",0
DH8oOZEMz6w,bionick97,DROP THE PRICE!!!!,0
DH8oOZEMz6w,titusoneil9,For this price? I would like a console with tech that isn’t older than its primary fanbase.,0
DH8oOZEMz6w,nicholas_flames,DROP THE PRICES!!!,0
DH8oOZEMz6w,mattywulf,90 games and a 500 console? I’ll pass,0
DH8oOZEMz6w,datprettylightskinnnnnn,Lower them prices before I LOWER YOU :enraged_face:,0
DH8oOZEMz6w,mdellerba86,Boycott Nintendo. I would love to have a switch 2. But not at $450 and not with $80 games that’s just nuts :peanuts:,0
DH8oOZEMz6w,ames.dio,yeah we dont care bout these version exclusives that much to be dropping $80+ for a base game,0
DH8oOZEMz6w,maufish,I’ve been a Nintendo lover since the Gameboy color. $80 for a game is where I draw the line. Bye Nintendo,0
DH8oOZEMz6w,paulybananas,"$80-$90 games, a tech demo that you also need to pay for too. Oh, and don’t forget the eventual DLC packs that will cost more for Mario Kart! Unreal.",0
DH8oOZEMz6w,mikfear,Absolute greed!!! When you plug in the game it isn’t even on the physical version of the card. You have to download the game. So if they discontinue the service you will never being able to play these in a retro way. Greedy scumbags,0
DH8oOZEMz6w,amtrnda,YAALLAH NAKSIRRRRR,0
DH8oOZEMz6w,juan.i.marques,DROP THE PRICES NINTENDO,0
DH8oOZEMz6w,_idkbroski,Y’all just hungry for that money huh,0
DH8oOZEMz6w,devinelekes,Drop the priceee 80 for a game that’s a year old is insane!,0
DH8oOZEMz6w,iamdarwinjr,I miss the days when games were actually affordable. New games should be $50 max especially now with all these micro transactions on top of the price of the game. Drop the price or we ain’t buying!,0
DH8oOZEMz6w,cryingzeros,:pirate_flag:,0
DH8oOZEMz6w,mattfe5,"With the recent news on pre-orders being postponed (for you know what reasons), we now expect things to get more expensive. The price for the console was not too bad but the games are ridiculous. Now, they both will be worse. Seems you forgot your consumer and audience.",0
DH8oOZEMz6w,wha7about,DROP THE PRICES!!,0
DH8oOZEMz6w,azudovah,Not buying shit! Byee,0
DH8oOZEMz6w,mattybear1981,$450 or more for a new gen console was so much easier to digest when games were $60,25
DH8oOZEMz6w,20e.m03,,0
DH8oOZEMz6w,oskar_agz,Drop the prices!!,0
DH8oOZEMz6w,hange.r_e_m,DROP THE PRICES,0
DH8oOZEMz6w,hange.r_e_m,#droptheprice,0
DH8oOZEMz6w,umalkaonline,@chanuxbro,0
DH8oOZEMz6w,chessapplefox,NINTENDO = GREED,0
DH8oOZEMz6w,lbuckley0002,Everyone in the US commenting yesterday not knowing that the price was going to increase even higher. RIP to the WiiU2. See you in 2030 maybe.,0
DH8oOZEMz6w,bonaventurianus,#droptheprice,0
DH8oOZEMz6w,coolguychris,Drop the price,0
DH8oOZEMz6w,feloo77,DROP THE PRICES,0
DH8oOZEMz6w,gzlo.rv,Drop the prices ...,2
DH8oOZEMz6w,j_walldubams_the_3rd_official,"Can you show these messages to your higher up please? Then say something like “If you wish to be successful while not have another 3DS launch on your hands I’d suggest you change these game prices.” Otherwise generally great job with the showcase overall, and truly is one were dreams were made true! Just seriously please be considerate of how your customers are effected by world events since right mow these prices don’t fully aline with Nintendo mission statement “Put smiles on the faces of everyone we touch.”",0
DH8oOZEMz6w,nicolass_ka,DROP THE PRICES,1
DH8oOZEMz6w,joshy064,Drop the prices.,1
DH8oOZEMz6w,_squegle_,$80 Mario golf inc.... lol get real,0
DH8oOZEMz6w,theluizferreira,Drop the price!!,0
DH8oOZEMz6w,sulfoxidodetiopropanal,Drop the fcking prices,0
DH8oOZEMz6w,onlypaws_belgian.malinois,":United_States: So funny how you can’t afford groceries but want to get the latest tech day one :rolling_on_the_floor_laughing: 
Just wait until tariffs and resale value takes the price above $1000 :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:
:United_States: is full of ignorance and incompetence what a bunch of clowns",0
DH8oOZEMz6w,twinky_a415,@nintendoamerica yal trying scam the game players god damm,0
DH8oOZEMz6w,kiker_gallego,NO THANK YOU!!!!!!!,0
DH8oOZEMz6w,_.kingj._02,Big slap in the face to the consumer,0
DH8oOZEMz6w,lakalitey_,DROP THE PRICE,0
DH8oOZEMz6w,hunter_m_smith20,Worried yet? Now we don’t even have a preorder date,0
DH8oOZEMz6w,_sergioalb_,Tariffs kicking in,3
DH8oOZEMz6w,soulxcited,Drop the prices you Chinese man,0
DH8oOZEMz6w,jzxjord,Scam,0
DH8oOZEMz6w,fatih145221,Drop the price,0
DH8oOZEMz6w,thunderwood,Not worth the money at all :thumbs_down_light_skin_tone:,0
DH8oOZEMz6w,5.duriel_,DROP THE PRICE,0
DH8oOZEMz6w,nitrousvxrevamped,DROP THE PRICE,0
DH8oOZEMz6w,jyuukichannart,"I was excited for this console, but the prices are just too much :( I hope the ones who can afford it are able to enjoy it though",0
DH8oOZEMz6w,thiagolanes,DROP THE PRICES!,0
DH8oOZEMz6w,neon.paints_,Hope yall are ready for a strike from EVERYONE because of the game price increase :skull:the audacity,0
DH8oOZEMz6w,movieman0215,Nintendo revealing the prices: *plays Break Your Heart by Taio Cruz*,0
DH8oOZEMz6w,charlottegul,"Oh, yes I'll buy a new Switch Pro controller for 80 dollars with a C button added :skull: These prices are INSANE",0
DH8oOZEMz6w,edduardiy,drop the price,0
DH8oOZEMz6w,pablolrferreira,DROP THE PRICES,0
DH8oOZEMz6w,the__washington__monument,Nintendo: “alright we’ve heard that you want the prices dropped. We’re dropping a new higher price of 600$”,0
DH8oOZEMz6w,franciscaliaga,DROP THE PRICE,0
DH8oOZEMz6w,biggerpicturee,Drop the price,0
DH8oOZEMz6w,nightwing1986,Drop the price,0
DH8oOZEMz6w,sullykasl,Drop rhe price,0
DH8oOZEMz6w,jason28132013,Finally!! :partying_face::partying_face:,0
DH8oOZEMz6w,baussant,Thieves,0
DH8oOZEMz6w,braindead_melonhead,not even mr. krabs would pull this type of shit,0
DH8oOZEMz6w,lovewithinus94,My son says if he gets $100 every birthday he will have enough for the switch 2 with a game in 8 years :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0
DH8oOZEMz6w,blualiendev,Thanks Trump,0
